PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABB
101108,Chris Paul,1610612756,PHX
101150,Lou Williams,1610612737,ATL
1626145,Tyus Jones,1610612763,MEM
1626149,Montrezl Harrell,1610612764,WAS
1626149,Montrezl Harrell,1610612766,CHA
1626153,Delon Wright,1610612737,ATL
1626156,D'Angelo Russell,1610612750,MIN
1626157,Karl-Anthony Towns,1610612750,MIN
1626162,Kelly Oubre Jr.,1610612766,CHA
1626164,Devin Booker,1610612756,PHX
1626166,Cameron Payne,1610612756,PHX
1626168,Trey Lyles,1610612765,DET
1626171,Bobby Portis,1610612749,MIL
1626174,Christian Wood,1610612745,HOU
1626179,Terry Rozier,1610612766,CHA
1626181,Norman Powell,1610612757,POR
1626196,Josh Richardson,1610612738,BOS
1626208,Keifer Sykes,1610612754,IND
1627734,Domantas Sabonis,1610612754,IND
1627734,Domantas Sabonis,1610612758,SAC
1627736,Malik Beasley,1610612750,MIN
1627739,Kris Dunn,1610612757,POR
1627741,Buddy Hield,1610612754,IND
1627741,Buddy Hield,1610612758,SAC
1627742,Brandon Ingram,1610612740,NOP
1627747,Caris LeVert,1610612739,CLE
1627747,Caris LeVert,1610612754,IND
1627749,Dejounte Murray,1610612759,SAS
1627751,Jakob Poeltl,1610612759,SAS
1627752,Taurean Prince,1610612750,MIN
1627759,Jaylen Brown,1610612738,BOS
1627763,Malcolm Brogdon,1610612754,IND
1627783,Pascal Siakam,1610612761,TOR
1627832,Fred VanVleet,1610612761,TOR
1628365,Markelle Fultz,1610612753,ORL
1628366,Lonzo Ball,1610612741,CHI
1628368,De'Aaron Fox,1610612758,SAC
1628369,Jayson Tatum,1610612738,BOS
1628370,Malik Monk,1610612747,LAL
1628372,Dennis Smith Jr.,1610612757,POR
1628373,Frank Ntilikina,1610612742,DAL
1628374,Lauri Markkanen,1610612739,CLE
1628378,Donovan Mitchell,1610612762,UTA
1628381,John Collins,1610612737,ATL
1628384,O.G. Anunoby,1610612761,TOR
1628386,Jarrett Allen,1610612739,CLE
1628389,Bam Adebayo,1610612748,MIA
1628392,Isaiah Hartenstein,1610612746,LAC
1628398,Kyle Kuzma,1610612764,WAS
1628401,Derrick White,1610612738,BOS
1628401,Derrick White,1610612759,SAS
1628404,Josh Hart,1610612740,NOP
1628404,Josh Hart,1610612757,POR
1628408,PJ Dozier,1610612743,DEN
1628415,Dillon Brooks,1610612763,MEM
1628420,Monte Morris,1610612743,DEN
1628963,Marvin Bagley III,1610612758,SAC
1628963,Marvin Bagley III,1610612765,DET
1628964,Mo Bamba,1610612753,ORL
1628969,Mikal Bridges,1610612756,PHX
1628970,Miles Bridges,1610612766,CHA
1628971,Bruce Brown,1610612751,BKN
1628973,Jalen Brunson,1610612742,DAL
1628976,Wendell Carter Jr.,1610612753,ORL
1628977,Hamidou Diallo,1610612765,DET
1628983,Shai Gilgeous-Alexander,1610612760,OKC
1628984,Devonte' Graham,1610612740,NOP
1628988,Aaron Holiday,1610612764,WAS
1628989,Kevin Huerter,1610612737,ATL
1628991,Jaren Jackson Jr.,1610612763,MEM
1628997,Caleb Martin,1610612748,MIA
1628998,Cody Martin,1610612766,CHA
1629001,De'Anthony Melton,1610612763,MEM
1629002,Chimezie Metu,1610612758,SAC
1629003,Shake Milton,1610612755,PHI
1629012,Collin Sexton,1610612739,CLE
1629014,Anfernee Simons,1610612757,POR
1629018,Gary Trent Jr.,1610612761,TOR
1629021,Moritz Wagner,1610612753,ORL
1629022,Lonnie Walker IV,1610612759,SAS
1629026,Kenrich Williams,1610612760,OKC
1629027,Trae Young,1610612737,ATL
1629029,Luka Doncic,1610612742,DAL
1629060,Rui Hachimura,1610612764,WAS
1629164,Brandon Goodwin,1610612739,CLE
1629216,Gabe Vincent,1610612748,MIA
1629308,Juan Toscano-Anderson,1610612744,GSW
1629599,Amir Coffey,1610612746,LAC
1629611,Terance Mann,1610612746,LAC
1629628,RJ Barrett,1610612752,NYK
1629629,Cam Reddish,1610612737,ATL
1629630,Ja Morant,1610612763,MEM
1629631,De'Andre Hunter,1610612737,ATL
1629632,Coby White,1610612741,CHI
1629634,Brandon Clarke,1610612763,MEM
1629636,Darius Garland,1610612739,CLE
1629638,Nickeil Alexander-Walker,1610612740,NOP
1629639,Tyler Herro,1610612748,MIA
1629640,Keldon Johnson,1610612759,SAS
1629642,Nassir Little,1610612757,POR
1629643,Chuma Okeke,1610612753,ORL
1629645,Kevin Porter Jr.,1610612745,HOU
1629647,Darius Bazley,1610612760,OKC
1629652,Luguentz Dort,1610612760,OKC
1629659,Talen Horton-Tucker,1610612747,LAL
1629660,Ty Jerome,1610612760,OKC
1629661,Cameron Johnson,1610612756,PHX
1629669,Jaylen Nowell,1610612750,MIN
1629670,Jordan Nwora,1610612749,MIL
1629672,Eric Paschall,1610612762,UTA
1629673,Jordan Poole,1610612744,GSW
1629717,Armoni Brooks,1610612745,HOU
1630162,Anthony Edwards,1610612750,MIN
1630163,LaMelo Ball,1610612766,CHA
1630165,Killian Hayes,1610612765,DET
1630166,Deni Avdija,1610612764,WAS
1630169,Tyrese Haliburton,1610612754,IND
1630169,Tyrese Haliburton,1610612758,SAC
1630171,Isaac Okoro,1610612739,CLE
1630173,Precious Achiuwa,1610612761,TOR
1630175,Cole Anthony,1610612753,ORL
1630177,Theo Maledon,1610612760,OKC
1630178,Tyrese Maxey,1610612755,PHI
1630180,Saddiq Bey,1610612765,DET
1630181,R.J. Hampton,1610612753,ORL
1630193,Immanuel Quickley,1610612752,NYK
1630197,Aleksej Pokusevski,1610612760,OKC
1630200,Tre Jones,1610612759,SAS
1630201,Malachi Flynn,1610612761,TOR
1630202,Payton Pritchard,1610612738,BOS
1630205,Lamar Stevens,1610612739,CLE
1630217,Desmond Bane,1610612763,MEM
1630224,Jalen Green,1610612745,HOU
1630228,Jonathan Kuminga,1610612744,GSW
1630230,Naji Marshall,1610612740,NOP
1630235,Trent Forrest,1610612762,UTA
1630240,Saben Lee,1610612765,DET
1630245,Ayo Dosunmu,1610612741,CHI
1630256,Jae'Sean Tate,1610612745,HOU
1630267,Facundo Campazzo,1610612743,DEN
1630314,Brandon Williams,1610612757,POR
1630527,Brandon Boston Jr.,1610612746,LAC
1630528,Josh Christopher,1610612745,HOU
1630529,Herbert Jones,1610612740,NOP
1630532,Franz Wagner,1610612753,ORL
1630537,Chris Duarte,1610612754,IND
1630538,Bones Hyland,1610612743,DEN
1630540,Miles McBride,1610612752,NYK
1630544,Tre Mann,1610612760,OKC
1630547,James Bouknight,1610612766,CHA
1630553,Keon Johnson,1610612757,POR
1630558,Davion Mitchell,1610612758,SAC
1630559,Austin Reaves,1610612747,LAL
1630560,Cam Thomas,1610612751,BKN
1630563,Joshua Primo,1610612759,SAS
1630567,Scottie Barnes,1610612761,TOR
1630570,Trendon Watford,1610612757,POR
1630578,Alperen Sengun,1610612745,HOU
1630581,Josh Giddey,1610612760,OKC
1630591,Jalen Suggs,1610612753,ORL
1630595,Cade Cunningham,1610612765,DET
1630596,Evan Mobley,1610612739,CLE
1630598,Aaron Wiggins,1610612760,OKC
1630613,Duane Washington Jr.,1610612754,IND
1630625,Dalano Banton,1610612761,TOR
1630631,Jose Alvarado,1610612740,NOP
200752,Rudy Gay,1610612762,UTA
200765,Rajon Rondo,1610612739,CLE
200768,Kyle Lowry,1610612748,MIA
201142,Kevin Durant,1610612751,BKN
201143,Al Horford,1610612738,BOS
201144,Mike Conley,1610612762,UTA
201145,Jeff Green,1610612743,DEN
201565,Derrick Rose,1610612752,NYK
201566,Russell Westbrook,1610612747,LAL
201567,Kevin Love,1610612739,CLE
201568,Danilo Gallinari,1610612737,ATL
201569,Eric Gordon,1610612745,HOU
201571,D.J. Augustin,1610612745,HOU
201580,JaVale McGee,1610612756,PHX
201588,George Hill,1610612749,MIL
201935,James Harden,1610612751,BKN
201935,James Harden,1610612755,PHI
201937,Ricky Rubio,1610612739,CLE
201939,Stephen Curry,1610612744,GSW
201942,DeMar DeRozan,1610612741,CHI
201949,James Johnson,1610612751,BKN
201950,Jrue Holiday,1610612749,MIL
201976,Patrick Beverley,1610612750,MIN
201988,Patty Mills,1610612751,BKN
202330,Gordon Hayward,1610612766,CHA
202331,Paul George,1610612746,LAC
202339,Eric Bledsoe,1610612746,LAC
202357,Nemanja Bjelica,1610612744,GSW
202362,Lance Stephenson,1610612754,IND
202397,Ish Smith,1610612764,WAS
202397,Ish Smith,1610612766,CHA
202681,Kyrie Irving,1610612751,BKN
202685,Jonas Valanciunas,1610612740,NOP
202689,Kemba Walker,1610612752,NYK
202691,Klay Thompson,1610612744,GSW
202692,Alec Burks,1610612752,NYK
202694,Marcus Morris Sr.,1610612746,LAC
202696,Nikola Vucevic,1610612741,CHI
202699,Tobias Harris,1610612755,PHI
202704,Reggie Jackson,1610612746,LAC
202709,Cory Joseph,1610612765,DET
202710,Jimmy Butler,1610612748,MIA
202711,Bojan Bogdanovic,1610612762,UTA
203076,Anthony Davis,1610612747,LAL
203078,Bradley Beal,1610612764,WAS
203081,Damian Lillard,1610612757,POR
203082,Terrence Ross,1610612753,ORL
203084,Harrison Barnes,1610612758,SAC
203085,Austin Rivers,1610612743,DEN
203087,Jeremy Lamb,1610612754,IND
203087,Jeremy Lamb,1610612758,SAC
203095,Evan Fournier,1610612752,NYK
203114,Khris Middleton,1610612749,MIL
203115,Will Barton,1610612743,DEN
203468,CJ McCollum,1610612740,NOP
203468,CJ McCollum,1610612757,POR
203471,Dennis Schroder,1610612738,BOS
203471,Dennis Schroder,1610612745,HOU
203484,Kentavious Caldwell-Pope,1610612764,WAS
203486,Mason Plumlee,1610612766,CHA
203500,Steven Adams,1610612763,MEM
203501,Tim Hardaway Jr.,1610612742,DAL
203504,Trey Burke,1610612742,DAL
203507,Giannis Antetokounmpo,1610612749,MIL
203526,Raul Neto,1610612764,WAS
203552,Seth Curry,1610612751,BKN
203552,Seth Curry,1610612755,PHI
203897,Zach LaVine,1610612741,CHI
203903,Jordan Clarkson,1610612762,UTA
203914,Gary Harris,1610612753,ORL
203915,Spencer Dinwiddie,1610612742,DAL
203915,Spencer Dinwiddie,1610612764,WAS
203924,Jerami Grant,1610612765,DET
203932,Aaron Gordon,1610612743,DEN
203935,Marcus Smart,1610612738,BOS
203937,Kyle Anderson,1610612763,MEM
203944,Julius Randle,1610612752,NYK
203952,Andrew Wiggins,1610612744,GSW
203954,Joel Embiid,1610612755,PHI
203992,Bogdan Bogdanovic,1610612737,ATL
203999,Nikola Jokic,1610612743,DEN
204001,Kristaps Porzingis,1610612742,DAL
204001,Kristaps Porzingis,1610612764,WAS
2544,LeBron James,1610612747,LAL
2546,Carmelo Anthony,1610612747,LAL
1626153,Delon Wright,1610612764,WAS
1626156,D'Angelo Russell,1610612747,LAL
1626167,Myles Turner,1610612754,IND
1626174,Christian Wood,1610612742,DAL
1626181,Norman Powell,1610612746,LAC
1626220,Royce O'Neale,1610612751,BKN
1626224,Cedi Osman,1610612739,CLE
1627732,Ben Simmons,1610612751,BKN
1627736,Malik Beasley,1610612762,UTA
1627739,Kris Dunn,1610612762,UTA
1627749,Dejounte Murray,1610612737,ATL
1627750,Jamal Murray,1610612743,DEN
1627763,Malcolm Brogdon,1610612738,BOS
1628370,Malik Monk,1610612758,SAC
1628372,Dennis Smith Jr.,1610612766,CHA
1628374,Lauri Markkanen,1610612762,UTA
1628378,Donovan Mitchell,1610612739,CLE
1628380,Zach Collins,1610612759,SAS
1628410,Edmond Sumner,1610612751,BKN
1628420,Monte Morris,1610612764,WAS
1628966,Keita Bates-Diop,1610612759,SAS
1628969,Mikal Bridges,1610612751,BKN
1628971,Bruce Brown,1610612743,DEN
1628972,Troy Brown Jr.,1610612747,LAL
1628973,Jalen Brunson,1610612752,NYK
1628975,Jevon Carter,1610612749,MIL
1628978,Donte DiVincenzo,1610612744,GSW
1628984,Devonte' Graham,1610612759,SAS
1628988,Aaron Holiday,1610612737,ATL
1628989,Kevin Huerter,1610612758,SAC
1629001,De'Anthony Melton,1610612755,PHI
1629008,Michael Porter Jr.,1610612743,DEN
1629012,Collin Sexton,1610612762,UTA
1629013,Landry Shamet,1610612756,PHX
1629022,Lonnie Walker IV,1610612747,LAL
1629023,P.J. Washington,1610612766,CHA
1629028,Deandre Ayton,1610612756,PHX
1629056,Terence Davis,1610612758,SAC
1629060,Rui Hachimura,1610612747,LAL
1629134,Kendrick Nunn,1610612747,LAL
1629134,Kendrick Nunn,1610612764,WAS
1629614,Andrew Nembhard,1610612754,IND
1629622,Max Strus,1610612748,MIA
1629627,Zion Williamson,1610612740,NOP
1629629,Cam Reddish,1610612757,POR
1629638,Nickeil Alexander-Walker,1610612762,UTA
1629641,Romeo Langford,1610612759,SAS
1629651,Nic Claxton,1610612751,BKN
1629659,Talen Horton-Tucker,1610612762,UTA
1629660,Ty Jerome,1610612744,GSW
1629661,Cameron Johnson,1610612751,BKN
1629667,Jalen McDaniels,1610612766,CHA
1629675,Naz Reid,1610612750,MIN
1629684,Grant Williams,1610612738,BOS
1630164,James Wiseman,1610612765,DET
1630170,Devin Vassell,1610612759,SAS
1630172,Patrick Williams,1610612741,CHI
1630174,Aaron Nesmith,1610612754,IND
1630177,Theo Maledon,1610612766,CHA
1630183,Jaden McDaniels,1610612750,MIN
1630198,Isaiah Joe,1610612760,OKC
1630214,Xavier Tillman,1610612763,MEM
1630227,Daishen Nix,1610612745,HOU
1630240,Saben Lee,1610612756,PHX
1630284,Kevon Harris,1610612753,ORL
1630530,Trey Murphy III,1610612740,NOP
1630538,Bones Hyland,1610612746,LAC
1630552,Jalen Johnson,1610612737,ATL
1630593,McKinley Wright IV,1610612742,DAL
1630613,Duane Washington Jr.,1610612756,PHX
1630692,Jordan Goodwin,1610612764,WAS
1630699,MarJon Beauchamp,1610612749,MIL
1630700,Dyson Daniels,1610612740,NOP
1630702,Jaden Hardy,1610612742,DAL
1631093,Jaden Ivey,1610612765,DET
1631094,Paolo Banchero,1610612753,ORL
1631095,Jabari Smith Jr.,1610612745,HOU
1631097,Bennedict Mathurin,1610612754,IND
1631100,AJ Griffin,1610612737,ATL
1631101,Shaedon Sharpe,1610612757,POR
1631103,Malaki Branham,1610612759,SAS
1631104,Blake Wesley,1610612759,SAS
1631106,Tari Eason,1610612745,HOU
1631110,Jeremy Sochan,1610612759,SAS
1631114,Jalen Williams,1610612760,OKC
1631121,Bryce McGowens,1610612766,CHA
1631128,Christian Braun,1610612743,DEN
1631172,Ousmane Dieng,1610612760,OKC
201142,Kevin Durant,1610612756,PHX
201566,Russell Westbrook,1610612746,LAC
201569,Eric Gordon,1610612746,LAC
201572,Brook Lopez,1610612749,MIL
201976,Patrick Beverley,1610612747,LAL
202322,John Wall,1610612746,LAC
202397,Ish Smith,1610612743,DEN
202681,Kyrie Irving,1610612742,DAL
202692,Alec Burks,1610612765,DET
202695,Kawhi Leonard,1610612746,LAC
202704,Reggie Jackson,1610612743,DEN
202711,Bojan Bogdanovic,1610612765,DET
203085,Austin Rivers,1610612750,MIN
203115,Will Barton,1610612764,WAS
203471,Dennis Schroder,1610612747,LAL
203482,Kelly Olynyk,1610612762,UTA
203484,Kentavious Caldwell-Pope,1610612743,DEN
203506,Victor Oladipo,1610612748,MIA
203915,Spencer Dinwiddie,1610612751,BKN
203924,Jerami Grant,1610612757,POR
203933,T.J. Warren,1610612751,BKN
203937,Kyle Anderson,1610612750,MIN
204456,T.J. McConnell,1610612754,IND
1626147,Justin Anderson,1610612754,IND
1626158,Richaun Holmes,1610612758,SAC
1626159,Justise Winslow,1610612746,LAC
1626159,Justise Winslow,1610612757,POR
1626163,Frank Kaminsky,1610612756,PHX
1626168,Trey Lyles,1610612758,SAC
1626169,Stanley Johnson,1610612747,LAL
1626172,Kevon Looney,1610612744,GSW
1626192,Pat Connaughton,1610612749,MIL
1626195,Willy Hernangomez,1610612740,NOP
1626196,Josh Richardson,1610612759,SAS
1626204,Larry Nance Jr.,1610612740,NOP
1626204,Larry Nance Jr.,1610612757,POR
1626220,Royce O'Neale,1610612762,UTA
1627737,Marquese Chriss,1610612742,DAL
1627745,Damian Jones,1610612758,SAC
1627761,DeAndre' Bembry,1610612751,BKN
1627777,Georges Niang,1610612755,PHI
1627780,Gary Payton II,1610612744,GSW
1627788,Furkan Korkmaz,1610612755,PHI
1627789,Timothe Luwawu-Cabarrot,1610612737,ATL
1627814,Damion Lee,1610612744,GSW
1627823,Juancho Hernangomez,1610612762,UTA
1627826,Ivica Zubac,1610612746,LAC
1627827,Dorian Finney-Smith,1610612742,DAL
1627846,Abdel Nader,1610612756,PHX
1627854,Bryn Forbes,1610612743,DEN
1627854,Bryn Forbes,1610612759,SAS
1627863,Danuel House Jr.,1610612745,HOU
1627863,Danuel House Jr.,1610612762,UTA
1627884,Derrick Jones Jr.,1610612741,CHI
1627936,Alex Caruso,1610612741,CHI
1628021,David Nwaba,1610612745,HOU
1628035,Alfonzo McKinnie,1610612741,CHI
1628367,Josh Jackson,1610612758,SAC
1628367,Josh Jackson,1610612765,DET
1628379,Luke Kennard,1610612746,LAC
1628396,Tony Bradley,1610612741,CHI
1628400,Semi Ojeleye,1610612749,MIL
1628402,Frank Jackson,1610612765,DET
1628418,Thomas Bryant,1610612764,WAS
1628425,Sterling Brown,1610612742,DAL
1628427,Vlatko Cancar,1610612743,DEN
1628432,Davon Reed,1610612743,DEN
1628449,Chris Boucher,1610612761,TOR
1628464,Daniel Theis,1610612738,BOS
1628464,Daniel Theis,1610612745,HOU
1628467,Maxi Kleber,1610612742,DAL
1628470,Torrey Craig,1610612754,IND
1628470,Torrey Craig,1610612756,PHX
1628539,Mychal Mulder,1610612753,ORL
1628960,Grayson Allen,1610612749,MIL
1628972,Troy Brown Jr.,1610612741,CHI
1628975,Jevon Carter,1610612751,BKN
1628978,Donte DiVincenzo,1610612749,MIL
1628978,Donte DiVincenzo,1610612758,SAC
1628988,Aaron Holiday,1610612756,PHX
1629004,Svi Mykhailiuk,1610612761,TOR
1629006,Josh Okogie,1610612750,MIN
1629011,Mitchell Robinson,1610612752,NYK
1629020,Jarred Vanderbilt,1610612750,MIN
1629048,Goga Bitadze,1610612754,IND
1629052,Oshae Brissett,1610612754,IND
1629057,Robert Williams III,1610612738,BOS
1629103,Kelan Martin,1610612754,IND
1629109,Gary Clark,1610612740,NOP
1629111,Jock Landale,1610612759,SAS
1629117,Wenyen Gabriel,1610612747,LAL
1629130,Duncan Robinson,1610612748,MIA
1629139,Yuta Watanabe,1610612761,TOR
1629162,Jordan McLaughlin,1610612750,MIN
1629185,Chris Chiozza,1610612744,GSW
1629234,Drew Eubanks,1610612757,POR
1629234,Drew Eubanks,1610612759,SAS
1629604,CJ Elleby,1610612757,POR
1629617,Reggie Perry,1610612757,POR
1629620,Justin Robinson,1610612749,MIL
1629623,Lindell Wigginton,1610612749,MIL
1629629,Cam Reddish,1610612752,NYK
1629633,Jarrett Culver,1610612763,MEM
1629637,Jaxson Hayes,1610612740,NOP
1629641,Romeo Langford,1610612738,BOS
1629644,KZ Okpala,1610612748,MIA
1629649,Ignas Brazdeikis,1610612753,ORL
1629650,Moses Brown,1610612739,CLE
1629655,Daniel Gafford,1610612764,WAS
1629656,Quentin Grimes,1610612752,NYK
1629658,Jaylen Hoard,1610612760,OKC
1629676,Isaiah Roby,1610612760,OKC
1629678,Admiral Schofield,1610612753,ORL
1629680,Matisse Thybulle,1610612755,PHI
1629681,Killian Tillie,1610612763,MEM
1629685,Dylan Windler,1610612739,CLE
1629717,Armoni Brooks,1610612761,TOR
1629723,John Konchar,1610612763,MEM
1629726,Garrison Mathews,1610612745,HOU
1629731,Dean Wade,1610612739,CLE
1629744,Matt Thomas,1610612741,CHI
1629750,Javonte Green,1610612741,CHI
1629755,Hassani Gravett,1610612753,ORL
1629833,Keljin Blevins,1610612757,POR
1629875,Xavier Moon,1610612746,LAC
1629962,Devin Cannady,1610612753,ORL
1630167,Obi Toppin,1610612752,NYK
1630168,Onyeka Okongwu,1610612737,ATL
1630174,Aaron Nesmith,1610612738,BOS
1630182,Josh Green,1610612742,DAL
1630184,Kira Lewis Jr.,1610612740,NOP
1630188,Jalen Smith,1610612754,IND
1630188,Jalen Smith,1610612756,PHX
1630190,Elijah Hughes,1610612757,POR
1630191,Isaiah Stewart,1610612765,DET
1630192,Zeke Nnaji,1610612743,DEN
1630195,Leandro Bolmaro,1610612750,MIN
1630198,Isaiah Joe,1610612755,PHI
1630209,Omer Yurtseven,1610612748,MIA
1630219,Skylar Mays,1610612737,ATL
1630231,Kenyon Martin Jr.,1610612745,HOU
1630249,Vit Krejci,1610612760,OKC
1630264,Anthony Gill,1610612764,WAS
1630296,Braxton Key,1610612765,DET
1630322,Lindy Waters III,1610612760,OKC
1630526,Jeremiah Robinson-Earl,1610612760,OKC
1630533,Ziaire Williams,1610612763,MEM
1630535,Greg Brown III,1610612757,POR
1630541,Moses Moody,1610612744,GSW
1630543,Isaiah Jackson,1610612754,IND
1630556,Kessler Edwards,1610612751,BKN
1630557,Corey Kispert,1610612764,WAS
1630561,David Duke Jr.,1610612751,BKN
1630583,Santi Aldama,1610612763,MEM
1630587,Isaiah Livers,1610612765,DET
1630606,Javonte Smart,1610612749,MIL
1630678,Terry Taylor,1610612754,IND
1630686,Georgios Kalaitzakis,1610612760,OKC
1630691,Jamorko Pickett,1610612765,DET
1630792,Malcolm Hill,1610612741,CHI
